"","Ov_coeff","Ov_ic","D_competitor","S_competitor","D_family","S_family","D_genus","S_genus","dist_tax","p_distance","D_Sorg","S_Sorg","Social_org","mass_ratio","D_mass","Dmass_cat","S_mass","Smass_cat","D_diet","S_diet","diet_dist","Lon","Lat","Lat_abs","Continent","Country","Locality","Label","Samp_dur","N_statioins","Effort","Avg_dist","S_area"
"553",0.834,"0.816-0.851","Panthera tigris","Panthera pardus","Felidae","Felidae","Panthera","Panthera","Same_f",0.0833698525,"Solitary","Solitary","Solitary-Solitary",0.88655490028725,128800,"Large",53074.995,"Large","Carnivore","Carnivore","Same_diet",91.02975,26.71974,26.71974,"Asia","India","MNP","Lahkar_2021",1,84,12706,"4",398
"554",0.83,"0.78?0.91","Panthera tigris","Panthera pardus","Felidae","Felidae","Panthera","Panthera","Same_f",0.0833698525,"Solitary","Solitary","Solitary-Solitary",0.88655490028725,128800,"Large",53074.995,"Large","Carnivore","Carnivore","Same_diet",84.72101,27.57741,27.57741,"Asia","Nepal","CNP","Lamichhane_2019",4,362,6085,"2",1448
"555",0.89,"0.79-0.96","Canis latrans","Urocyon cinereoargenteus","Canidae","Canidae","Canis","Urocyon","Same_f",0.14226082,"Solitary","Solitary","Solitary-Solitary",0.962595299915841,11050,"Medium-Large",4220,"Small-Medium","Omnivore","Omnivore","Same_diet",-72.483446,42.369324,42.369324,"Central/North America","United States","Massachusetts","Leflore_2019",3,79,1670,NA,320
"556",0.77,"0.63-0.89","Vulpes vulpes","Urocyon cinereoargenteus","Canidae","Canidae","Vulpes","Urocyon","Same_f",0.14454992,"Solitary","Solitary","Solitary-Solitary",0.58571764865959,7580.3,"Medium-Large",4220,"Small-Medium","Carnivore","Omnivore","Diff_diet",-72.483446,42.369324,42.369324,"Central/North America","United States","Massachusetts","Leflore_2019",3,79,1670,NA,320
"557",0.75,"0.61-0.87","Canis latrans","Vulpes vulpes","Canidae","Canidae","Canis","Vulpes","Same_f",0.13633609,"Solitary","Solitary","Solitary-Solitary",0.376877651256252,11050,"Medium-Large",7580.3,"Medium-Large","Omnivore","Carnivore","Diff_diet",-72.483446,42.369324,42.369324,"Central/North America","United States","Massachusetts","Leflore_2019",3,79,1670,NA,320
"558",0.86,"0.76-0.94","Puma concolor","Lynx rufus","Felidae","Felidae","Puma","Lynx","Same_f",0.08207649,"Solitary","Solitary","Solitary-Solitary",1.63049132163193,48000,"Large",9400,"Medium-Large","Carnivore","Carnivore","Same_diet",-107.1804,38.874,38.874,"Central/North America","United States","CL_FR_wild","Lewis_2015",NA,NA,NA,"2",NA
"559",0.87,"0.77-0.94","Puma concolor","Lynx rufus","Felidae","Felidae","Puma","Lynx","Same_f",0.08207649,"Solitary","Solitary","Solitary-Solitary",1.63049132163193,48000,"Large",9400,"Medium-Large","Carnivore","Carnivore","Same_diet",-107.1804,38.874,38.874,"Central/North America","United States","CL_FR_wlui","Lewis_2015",NA,NA,NA,"2",NA
"560",0.93,"0.86-0.97","Puma concolor","Lynx rufus","Felidae","Felidae","Puma","Lynx","Same_f",0.08207649,"Solitary","Solitary","Solitary-Solitary",1.63049132163193,48000,"Large",9400,"Medium-Large","Carnivore","Carnivore","Same_diet",-107.1804,38.874,38.874,"Central/North America","United States","CL_WS_eu","Lewis_2015",NA,NA,NA,"2",NA
"561",0.77,"0.62-0.89","Puma concolor","Lynx rufus","Felidae","Felidae","Puma","Lynx","Same_f",0.08207649,"Solitary","Solitary","Solitary-Solitary",1.63049132163193,48000,"Large",9400,"Medium-Large","Carnivore","Carnivore","Same_diet",-107.1804,38.874,38.874,"Central/North America","United States","CL_WS_wild","Lewis_2015",NA,NA,NA,"2",NA
"562",0.63,"0.56-0.70","Panthera tigris","Panthera pardus","Felidae","Felidae","Panthera","Panthera","Same_f",0.0833698525,"Solitary","Solitary","Solitary-Solitary",0.88655490028725,128800,"Large",53074.995,"Large","Carnivore","Carnivore","Same_diet",130.74354,42.97547,42.97547,"Asia","China","CM_free","Li_2019",6,250,65632,"2.36",5000
"563",0.64,".53-0.75","Panthera tigris","Panthera pardus","Felidae","Felidae","Panthera","Panthera","Same_f",0.0833698525,"Solitary","Solitary","Solitary-Solitary",0.88655490028725,128800,"Large",53074.995,"Large","Carnivore","Carnivore","Same_diet",130.74354,42.97547,42.97547,"Asia","China","CM_Snow","Li_2019",6,250,49222,"2.36",5000
"564",0.59,NA,"Panthera tigris","Panthera pardus","Felidae","Felidae","Panthera","Panthera","Same_f",0.0833698525,"Solitary","Solitary","Solitary-Solitary",0.88655490028725,128800,"Large",53074.995,"Large","Carnivore","Carnivore","Same_diet",130.77,42.94,42.94,"Asia","China","Hunchun_Amur_Autum","Liu_2021",9,51,NA,"3.2",1087
"565",0.59,NA,"Panthera tigris","Panthera pardus","Felidae","Felidae","Panthera","Panthera","Same_f",0.0833698525,"Solitary","Solitary","Solitary-Solitary",0.88655490028725,128800,"Large",53074.995,"Large","Carnivore","Carnivore","Same_diet",130.77,42.94,42.94,"Asia","China","Hunchun_Amur_Spring","Liu_2021",9,51,NA,"3.2",1087
"566",0.49,NA,"Panthera tigris","Panthera pardus","Felidae","Felidae","Panthera","Panthera","Same_f",0.0833698525,"Solitary","Solitary","Solitary-Solitary",0.88655490028725,128800,"Large",53074.995,"Large","Carnivore","Carnivore","Same_diet",130.77,42.94,42.94,"Asia","China","Hunchun_Amur_Summer","Liu_2021",9,51,NA,"3.2",1087
"567",0.89,NA,"Vulpes vulpes","Procyon lotor","Canidae","Procyonidae","Vulpes","Procyon","Diff_F",0.19061932,"Solitary","Solitary","Solitary-Solitary",0.401226251779659,7580.3,"Medium-Large",5075,"Medium-Large","Carnivore","Omnivore","Diff_diet",13.4,52.516667,52.516667,"Europe","Germany","Berlin_Covid","Louvrier_2022",1.72,268,NA,NA,892
"568",0.84,NA,"Vulpes vulpes","Procyon lotor","Canidae","Procyonidae","Vulpes","Procyon","Diff_F",0.19061932,"Solitary","Solitary","Solitary-Solitary",0.401226251779659,7580.3,"Medium-Large",5075,"Medium-Large","Carnivore","Omnivore","Diff_diet",13.4,52.516667,52.516667,"Europe","Germany","Berlin_Fall","Louvrier_2022",2.72,431,NA,NA,892
"569",0.81,NA,"Vulpes vulpes","Procyon lotor","Canidae","Procyonidae","Vulpes","Procyon","Diff_F",0.19061932,"Solitary","Solitary","Solitary-Solitary",0.401226251779659,7580.3,"Medium-Large",5075,"Medium-Large","Carnivore","Omnivore","Diff_diet",13.4,52.516667,52.516667,"Europe","Germany","Berlin_noCovid","Louvrier_2022",2.68,401,NA,NA,892
"570",0.82,NA,"Vulpes vulpes","Procyon lotor","Canidae","Procyonidae","Vulpes","Procyon","Diff_F",0.19061932,"Solitary","Solitary","Solitary-Solitary",0.401226251779659,7580.3,"Medium-Large",5075,"Medium-Large","Carnivore","Omnivore","Diff_diet",13.4,52.516667,52.516667,"Europe","Germany","Berlin_Spring","Louvrier_2022",1.76,238,NA,NA,892
"571",0.5,"0.38-0.61","Herpailurus yagouaroundi","Cerdocyon thous","Felidae","Canidae","Herpailurus","Cerdocyon","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.198161781927423,7000,"Medium-Large",5741.66,"Medium-Large","Carnivore","Omnivore","Diff_diet",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_dry","Marinho_2020",5,37,3607,"0.9295",70
"572",0.44,"0.32-0.55","Herpailurus yagouaroundi","Cerdocyon thous","Felidae","Canidae","Herpailurus","Cerdocyon","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.198161781927423,7000,"Medium-Large",5741.66,"Medium-Large","Carnivore","Omnivore","Diff_diet",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_wet","Marinho_2020",10,43,9255,"0.9295",70
"573",0.77,"0.69-0.85","Leopardus pardalis","Cerdocyon thous","Felidae","Canidae","Leopardus","Cerdocyon","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.603626890035587,10500,"Medium-Large",5741.66,"Medium-Large","Carnivore","Omnivore","Diff_diet",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_dry","Marinho_2020",5,37,3607,"0.9295",70
"574",0.78,"0.7-0.85","Leopardus pardalis","Cerdocyon thous","Felidae","Canidae","Leopardus","Cerdocyon","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.603626890035587,10500,"Medium-Large",5741.66,"Medium-Large","Carnivore","Omnivore","Diff_diet",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_wet","Marinho_2020",10,43,9255,"0.9295",70
"575",0.75,"0.61-0.87","Procyon cancrivorus","Cerdocyon thous","Procyonidae","Canidae","Procyon","Cerdocyon","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.0880279875169387,6270,"Medium-Large",5741.66,"Medium-Large","Omnivore","Omnivore","Same_diet",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_dry","Marinho_2020",5,37,3607,"0.9295",70
"576",0.81,"0.61-0.97","Procyon cancrivorus","Cerdocyon thous","Procyonidae","Canidae","Procyon","Cerdocyon","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.0880279875169387,6270,"Medium-Large",5741.66,"Medium-Large","Omnivore","Omnivore","Same_diet",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_wet","Marinho_2020",10,43,9255,"0.9295",70
"577",0.72,"0.66-0.77","Cerdocyon thous","Conepatus semistriatus","Canidae","Mephitidae","Cerdocyon","Conepatus","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",1.27857633356201,5741.66,"Medium-Large",1598.67,"Small","Omnivore","Insectivore","Diff_diet",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_dry","Marinho_2020",5,37,3607,"0.9295",70
"578",0.7,"0.65-0.76","Cerdocyon thous","Conepatus semistriatus","Canidae","Mephitidae","Cerdocyon","Conepatus","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",1.27857633356201,5741.66,"Medium-Large",1598.67,"Small","Omnivore","Insectivore","Diff_diet",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_wet","Marinho_2020",10,43,9255,"0.9295",70
"579",0.92,"0.88-0.96","Cerdocyon thous","Leopardus tigrinus","Canidae","Felidae","Cerdocyon","Leopardus","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.936818150911562,5741.66,"Medium-Large",2250,"Small-Medium","Omnivore","Carnivore","Diff_diet",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_dry","Marinho_2020",5,37,3607,"0.9295",70
"580",0.91,"0.87-0.95","Cerdocyon thous","Leopardus tigrinus","Canidae","Felidae","Cerdocyon","Leopardus","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.936818150911562,5741.66,"Medium-Large",2250,"Small-Medium","Omnivore","Carnivore","Diff_diet",-36.183333,-5.783333,5.783333,"South America","Brazil","Caatinga_wet","Marinho_2020",10,43,9255,"0.9295",70
"581",0.75,"0.63-0.86","Canis latrans","Lynx rufus","Canidae","Felidae","Canis","Lynx","Diff_F",0.18335724,"Solitary","Solitary","Solitary-Solitary",0.161720738687804,11050,"Medium-Large",9400,"Medium-Large","Omnivore","Carnivore","Diff_diet",-79.24,38.8,38.8,"Central/North America","United States","all_dark","Marneweck_2022",NA,NA,NA,NA,NA
"582",0.83,"0.69-0.93","Canis latrans","Mephitis mephitis","Canidae","Mephitidae","Canis","Mephitis","Diff_F",0.18956859,"Solitary","Solitary","Solitary-Solitary",1.32062695252872,11050,"Medium-Large",2949.995,"Small-Medium","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_dark","Marneweck_2022",NA,NA,NA,NA,NA
"583",0.86,"0.78-0.92","Lynx rufus","Mephitis mephitis","Felidae","Mephitidae","Lynx","Mephitis","Diff_F",0.19226791,"Solitary","Solitary","Solitary-Solitary",1.15890621384092,9400,"Medium-Large",2949.995,"Small-Medium","Carnivore","Omnivore","Diff_diet",-79.24,38.8,38.8,"Central/North America","United States","all_dark","Marneweck_2022",NA,NA,NA,NA,NA
"584",0.77,"0.68-0.85","Procyon lotor","Mephitis mephitis","Procyonidae","Mephitidae","Procyon","Mephitis","Diff_F",0.18213382,"Solitary","Solitary","Solitary-Solitary",0.542523049492813,5075,"Medium-Large",2949.995,"Small-Medium","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_dark","Marneweck_2022",NA,NA,NA,NA,NA
"585",0.8,"0.73-0.87","Urocyon cinereoargenteus","Mephitis mephitis","Canidae","Mephitidae","Urocyon","Mephitis","Diff_F",0.20027289,"Solitary","Solitary","Solitary-Solitary",0.358031652612883,4220,"Small-Medium",2949.995,"Small-Medium","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_dark","Marneweck_2022",NA,NA,NA,NA,NA
"586",0.83,"0.73-0.90","Canis latrans","Procyon lotor","Canidae","Procyonidae","Canis","Procyon","Diff_F",0.187558835,"Solitary","Solitary","Solitary-Solitary",0.778103903035911,11050,"Medium-Large",5075,"Medium-Large","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_dark","Marneweck_2022",NA,NA,NA,NA,NA
"587",0.75,"0.67-0.83","Lynx rufus","Procyon lotor","Felidae","Procyonidae","Lynx","Procyon","Diff_F",0.18349468,"Solitary","Solitary","Solitary-Solitary",0.616383164348107,9400,"Medium-Large",5075,"Medium-Large","Carnivore","Omnivore","Diff_diet",-79.24,38.8,38.8,"Central/North America","United States","all_dark","Marneweck_2022",NA,NA,NA,NA,NA
"588",0.89,"0.80-0.96","Canis latrans","Spilogale putorius","Canidae","Mephitidae","Canis","Spilogale","Diff_F",0.18682648,"Solitary","Solitary","Solitary-Solitary",2.94157836873434,11050,"Medium-Large",583.245,"Small","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_dark","Marneweck_2022",NA,NA,NA,NA,NA
"589",0.82,"0.75-0.89","Lynx rufus","Spilogale putorius","Felidae","Mephitidae","Lynx","Spilogale","Diff_F",0.19417652,"Solitary","Solitary","Solitary-Solitary",2.77985763004654,9400,"Medium-Large",583.245,"Small","Carnivore","Omnivore","Diff_diet",-79.24,38.8,38.8,"Central/North America","United States","all_dark","Marneweck_2022",NA,NA,NA,NA,NA
"590",0.83,"0.74-0.91","Mephitis mephitis","Spilogale putorius","Mephitidae","Mephitidae","Mephitis","Spilogale","Same_f",0.13052028,"Solitary","Solitary","Solitary-Solitary",1.62095141620562,2949.995,"Small-Medium",583.245,"Small","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_dark","Marneweck_2022",NA,NA,NA,NA,NA
"591",0.89,"0.81-0.96","Procyon lotor","Spilogale putorius","Procyonidae","Mephitidae","Procyon","Spilogale","Diff_F",0.178282865,"Solitary","Solitary","Solitary-Solitary",2.16347446569843,5075,"Medium-Large",583.245,"Small","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_dark","Marneweck_2022",NA,NA,NA,NA,NA
"592",0.88,"0.82-0.93","Urocyon cinereoargenteus","Spilogale putorius","Canidae","Mephitidae","Urocyon","Spilogale","Diff_F",0.1963207,"Solitary","Solitary","Solitary-Solitary",1.9789830688185,4220,"Small-Medium",583.245,"Small","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_dark","Marneweck_2022",NA,NA,NA,NA,NA
"593",0.87,"0.79-0.94","Canis latrans","Urocyon cinereoargenteus","Canidae","Canidae","Canis","Urocyon","Same_f",0.14226082,"Solitary","Solitary","Solitary-Solitary",0.962595299915841,11050,"Medium-Large",4220,"Small-Medium","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_dark","Marneweck_2022",NA,NA,NA,NA,NA
"594",0.77,"0.70-0.83","Lynx rufus","Urocyon cinereoargenteus","Felidae","Canidae","Lynx","Urocyon","Diff_F",0.18894577,"Solitary","Solitary","Solitary-Solitary",0.800874561228038,9400,"Medium-Large",4220,"Small-Medium","Carnivore","Omnivore","Diff_diet",-79.24,38.8,38.8,"Central/North America","United States","all_dark","Marneweck_2022",NA,NA,NA,NA,NA
"595",0.89,"0.83-0.94","Procyon lotor","Urocyon cinereoargenteus","Procyonidae","Canidae","Procyon","Urocyon","Diff_F",0.196413155,"Solitary","Solitary","Solitary-Solitary",0.184491396879931,5075,"Medium-Large",4220,"Small-Medium","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_dark","Marneweck_2022",NA,NA,NA,NA,NA
"596",0.82,"0.72-0.90","Canis latrans","Lynx rufus","Canidae","Felidae","Canis","Lynx","Diff_F",0.18335724,"Solitary","Solitary","Solitary-Solitary",0.161720738687804,11050,"Medium-Large",9400,"Medium-Large","Omnivore","Carnivore","Diff_diet",-79.24,38.8,38.8,"Central/North America","United States","all_moonlite","Marneweck_2022",NA,NA,NA,NA,NA
"597",0.79,"0.70-0.89","Canis latrans","Mephitis mephitis","Canidae","Mephitidae","Canis","Mephitis","Diff_F",0.18956859,"Solitary","Solitary","Solitary-Solitary",1.32062695252872,11050,"Medium-Large",2949.995,"Small-Medium","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_moonlite","Marneweck_2022",NA,NA,NA,NA,NA
"598",0.78,"0.70-0.87","Lynx rufus","Mephitis mephitis","Felidae","Mephitidae","Lynx","Mephitis","Diff_F",0.19226791,"Solitary","Solitary","Solitary-Solitary",1.15890621384092,9400,"Medium-Large",2949.995,"Small-Medium","Carnivore","Omnivore","Diff_diet",-79.24,38.8,38.8,"Central/North America","United States","all_moonlite","Marneweck_2022",NA,NA,NA,NA,NA
"599",0.79,"0.70-0.87","Procyon lotor","Mephitis mephitis","Procyonidae","Mephitidae","Procyon","Mephitis","Diff_F",0.18213382,"Solitary","Solitary","Solitary-Solitary",0.542523049492813,5075,"Medium-Large",2949.995,"Small-Medium","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_moonlite","Marneweck_2022",NA,NA,NA,NA,NA
"600",0.78,"0.71-0.85","Urocyon cinereoargenteus","Mephitis mephitis","Canidae","Mephitidae","Urocyon","Mephitis","Diff_F",0.20027289,"Solitary","Solitary","Solitary-Solitary",0.358031652612883,4220,"Small-Medium",2949.995,"Small-Medium","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_moonlite","Marneweck_2022",NA,NA,NA,NA,NA
"601",0.9,"0.81-0.97","Canis latrans","Procyon lotor","Canidae","Procyonidae","Canis","Procyon","Diff_F",0.187558835,"Solitary","Solitary","Solitary-Solitary",0.778103903035911,11050,"Medium-Large",5075,"Medium-Large","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_moonlite","Marneweck_2022",NA,NA,NA,NA,NA
"602",0.84,"0.75-0.92","Lynx rufus","Procyon lotor","Felidae","Procyonidae","Lynx","Procyon","Diff_F",0.18349468,"Solitary","Solitary","Solitary-Solitary",0.616383164348107,9400,"Medium-Large",5075,"Medium-Large","Carnivore","Omnivore","Diff_diet",-79.24,38.8,38.8,"Central/North America","United States","all_moonlite","Marneweck_2022",NA,NA,NA,NA,NA
"603",0.57,"0.43-0.71","Canis latrans","Spilogale putorius","Canidae","Mephitidae","Canis","Spilogale","Diff_F",0.18682648,"Solitary","Solitary","Solitary-Solitary",2.94157836873434,11050,"Medium-Large",583.245,"Small","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_moonlite","Marneweck_2022",NA,NA,NA,NA,NA
"604",0.64,"0.51-0.77","Lynx rufus","Spilogale putorius","Felidae","Mephitidae","Lynx","Spilogale","Diff_F",0.19417652,"Solitary","Solitary","Solitary-Solitary",2.77985763004654,9400,"Medium-Large",583.245,"Small","Carnivore","Omnivore","Diff_diet",-79.24,38.8,38.8,"Central/North America","United States","all_moonlite","Marneweck_2022",NA,NA,NA,NA,NA
"605",0.63,"0.50-0.74","Mephitis mephitis","Spilogale putorius","Mephitidae","Mephitidae","Mephitis","Spilogale","Same_f",0.13052028,"Solitary","Solitary","Solitary-Solitary",1.62095141620562,2949.995,"Small-Medium",583.245,"Small","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_moonlite","Marneweck_2022",NA,NA,NA,NA,NA
"606",0.59,"0.46-0.72","Procyon lotor","Spilogale putorius","Procyonidae","Mephitidae","Procyon","Spilogale","Diff_F",0.178282865,"Solitary","Solitary","Solitary-Solitary",2.16347446569843,5075,"Medium-Large",583.245,"Small","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_moonlite","Marneweck_2022",NA,NA,NA,NA,NA
"607",0.67,"0.56-0.78","Urocyon cinereoargenteus","Spilogale putorius","Canidae","Mephitidae","Urocyon","Spilogale","Diff_F",0.1963207,"Solitary","Solitary","Solitary-Solitary",1.9789830688185,4220,"Small-Medium",583.245,"Small","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_moonlite","Marneweck_2022",NA,NA,NA,NA,NA
"608",0.8,"0.70-0.89","Canis latrans","Urocyon cinereoargenteus","Canidae","Canidae","Canis","Urocyon","Same_f",0.14226082,"Solitary","Solitary","Solitary-Solitary",0.962595299915841,11050,"Medium-Large",4220,"Small-Medium","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_moonlite","Marneweck_2022",NA,NA,NA,NA,NA
"609",0.79,"0.70-0.87","Lynx rufus","Urocyon cinereoargenteus","Felidae","Canidae","Lynx","Urocyon","Diff_F",0.18894577,"Solitary","Solitary","Solitary-Solitary",0.800874561228038,9400,"Medium-Large",4220,"Small-Medium","Carnivore","Omnivore","Diff_diet",-79.24,38.8,38.8,"Central/North America","United States","all_moonlite","Marneweck_2022",NA,NA,NA,NA,NA
"610",0.85,"0.79-0.90","Procyon lotor","Urocyon cinereoargenteus","Procyonidae","Canidae","Procyon","Urocyon","Diff_F",0.196413155,"Solitary","Solitary","Solitary-Solitary",0.184491396879931,5075,"Medium-Large",4220,"Small-Medium","Omnivore","Omnivore","Same_diet",-79.24,38.8,38.8,"Central/North America","United States","all_moonlite","Marneweck_2022",NA,NA,NA,NA,NA
"611",0.74,"0.60-0.88","Leopardus pardalis","Cerdocyon thous","Felidae","Canidae","Leopardus","Cerdocyon","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.603626890035587,10500,"Medium-Large",5741.66,"Medium-Large","Carnivore","Omnivore","Diff_diet",-42.165667,-20.142817,20.142817,"South America","Brazil","Ma_General","Massara_2016",10.66,240,38400,"0.572",NA
"612",0.38,"0.25-0.44","Leopardus pardalis","Eira barbara","Felidae","Mustelidae","Leopardus","Eira","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.931890347070433,10500,"Medium-Large",4134.99,"Small-Medium","Carnivore","Omnivore","Diff_diet",-42.165667,-20.142817,20.142817,"South America","Brazil","Ma_General","Massara_2016",10.66,240,38400,"0.572",NA
"613",0.36,"0.19-0.40","Leopardus pardalis","Herpailurus yagouaroundi","Felidae","Felidae","Leopardus","Herpailurus","Same_f",0.09806851,"Solitary","Solitary","Solitary-Solitary",0.405465108108164,10500,"Medium-Large",7000,"Medium-Large","Carnivore","Carnivore","Same_diet",-42.165667,-20.142817,20.142817,"South America","Brazil","Ma_General","Massara_2016",10.66,240,38400,"0.572",NA
"614",0.44,"0.220.60","Leopardus pardalis","Leopardus tigrinus","Felidae","Felidae","Leopardus","Leopardus","Same_f",0.065744295,"Solitary","Solitary","Solitary-Solitary",1.54044504094715,10500,"Medium-Large",2250,"Small-Medium","Carnivore","Carnivore","Same_diet",-42.165667,-20.142817,20.142817,"South America","Brazil","Ma_General","Massara_2016",10.66,240,38400,"0.572",NA
"615",0.33,"0.21-0.38","Leopardus pardalis","Nasua narica","Felidae","Procyonidae","Leopardus","Nasua","Diff_F",NA,"Solitary","Social","Solitary-Social",1.02961941718116,10500,"Medium-Large",3750,"Small-Medium","Carnivore","Omnivore","Diff_diet",-42.165667,-20.142817,20.142817,"South America","Brazil","Ma_General","Massara_2016",10.66,240,38400,"0.572",NA
"616",0.81,"0.73-0.91","Leopardus pardalis","Procyon cancrivorus","Felidae","Procyonidae","Leopardus","Procyon","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.515598902518648,10500,"Medium-Large",6270,"Medium-Large","Carnivore","Omnivore","Diff_diet",-42.165667,-20.142817,20.142817,"South America","Brazil","Ma_General","Massara_2016",10.66,240,38400,"0.572",NA
"617",0.25,"0.06-0.36","Nasua nasua","Nasuella olivacea","Procyonidae","Procyonidae","Nasua","Nasuella","Same_f",NA,"Social","Solitary","Social-Solitary",1.09363220987148,4000,"Small-Medium",1339.99,"Small","Omnivore","Omnivore","Same_diet",-79.278118,-5.172406,5.172406,"South America","Peru","Tabaconas Namballe National Sanctuary","Mena_2019",6,85,NA,"1",NA
"618",0.8153,NA,"Cryptoprocta ferox","Viverricula indica","Eupleridae","Viverridae","Cryptoprocta","Viverricula","Diff_F",0.15467167,"Solitary","Solitary","Solitary-Solitary",1.16629173735825,9500,"Medium-Large",2959.44,"Small-Medium","Carnivore","Omnivore","Diff_diet",46.941659,-16.2233,16.2233,"Africa","Madagascar","Ankarafantsika_National_Park","Merson_2019",5,80,8730,"0.5",37.73
"619",0.59,"0,44-0,73","Panthera leo","Panthera pardus","Felidae","Felidae","Panthera","Panthera","Same_f",0.0546296825,"Social","Solitary","Social-Solitary",1.03265617859468,149061.965,"Large",53074.995,"Large","Carnivore","Carnivore","Same_diet",31.952166,-28.216444,28.216444,"Africa","South Africa","HMP_2013","Miller_2018",1.44,30,1320,"5",900
"620",0.89,"0,81-0,96","Panthera leo","Panthera pardus","Felidae","Felidae","Panthera","Panthera","Same_f",0.0546296825,"Social","Solitary","Social-Solitary",1.03265617859468,149061.965,"Large",53074.995,"Large","Carnivore","Carnivore","Same_diet",31.952166,-28.216444,28.216444,"Africa","South Africa","HMP_2014","Miller_2018",1.44,46,2024,"2.5",900
"621",0.76,"0,66-0,86","Panthera leo","Panthera pardus","Felidae","Felidae","Panthera","Panthera","Same_f",0.0546296825,"Social","Solitary","Social-Solitary",1.03265617859468,149061.965,"Large",53074.995,"Large","Carnivore","Carnivore","Same_diet",31.952166,-28.216444,28.216444,"Africa","South Africa","HMP_2015","Miller_2018",1.44,46,2024,"2",900
"622",0.83,"0,73-0,93","Panthera leo","Panthera pardus","Felidae","Felidae","Panthera","Panthera","Same_f",0.0546296825,"Social","Solitary","Social-Solitary",1.03265617859468,149061.965,"Large",53074.995,"Large","Carnivore","Carnivore","Same_diet",31.658347,-27.573451,27.573451,"Africa","South Africa","KwaZulu_Private_Game_Reserve","Miller_2018",1.51,62,2852,"2",377
"623",0.75,"0,66-0,85","Panthera leo","Panthera pardus","Felidae","Felidae","Panthera","Panthera","Same_f",0.0546296825,"Social","Solitary","Social-Solitary",1.03265617859468,149061.965,"Large",53074.995,"Large","Carnivore","Carnivore","Same_diet",30.632654,-24.21899,24.21899,"Africa","South Africa","MPGR_2014","Miller_2018",1.8,50,2750,"2",323
"624",0.82,"0,74-0,90","Panthera leo","Panthera pardus","Felidae","Felidae","Panthera","Panthera","Same_f",0.0546296825,"Social","Solitary","Social-Solitary",1.03265617859468,149061.965,"Large",53074.995,"Large","Carnivore","Carnivore","Same_diet",30.632654,-24.21899,24.21899,"Africa","South Africa","MPGR_2015","Miller_2018",1.9,40,2320,"3",323
