"","Ov_coeff","Ov_ic","D_competitor","S_competitor","D_family","S_family","D_genus","S_genus","dist_tax","p_distance","D_Sorg","S_Sorg","Social_org","mass_ratio","D_mass","Dmass_cat","S_mass","Smass_cat","D_diet","S_diet","diet_dist","Lon","Lat","Lat_abs","Continent","Country","Locality","Label","Samp_dur","N_statioins","Effort","Avg_dist","S_area"
"1",0.88,"0.82-0.94","Canis lupus","Lynx lynx","Canidae","Felidae","Canis","Lynx","Diff_F",0.182011195,"Social","Solitary","Social-Solitary",0.32221214406151,29190.755,"Large",21150,"Large","Carnivore","Carnivore","Same_diet",32.43988,40.535206,40.535206,"Asia","Turkey","Ankara","Akbaba_2021",23,24,2687,"2.5",650
"2",0.83,"0.75-0.90","Ursus arctos","Lynx lynx","Ursidae","Felidae","Ursus","Lynx","Diff_F",0.18752216,"Solitary","Solitary","Solitary-Solitary",2.43108018405353,240500,"Large",21150,"Large","Herbivore","Carnivore","Diff_diet",32.43988,40.535206,40.535206,"Asia","Turkey","Ankara","Akbaba_2021",23,24,2687,"2.5",650
"3",0.62,"0.50-0.73","Lynx lynx","Meles meles","Felidae","Mustelidae","Lynx","Meles","Diff_F",0.17722057,"Solitary","Solitary","Solitary-Solitary",0.576444423492554,21150,"Large",11884.03,"Medium-Large","Carnivore","Omnivore","Diff_diet",32.43988,40.535206,40.535206,"Asia","Turkey","Ankara","Akbaba_2021",23,24,2687,"2.5",650
"4",0.87,"0.80-0.93","Lynx lynx","Vulpes vulpes","Felidae","Canidae","Lynx","Vulpes","Diff_F",0.18322068,"Solitary","Solitary","Solitary-Solitary",1.02608712878478,21150,"Large",7580.3,"Medium-Large","Carnivore","Carnivore","Same_diet",32.43988,40.535206,40.535206,"Asia","Turkey","Ankara","Akbaba_2021",23,24,2687,"2.5",650
"5",0.85,"0.80-0.95","Panthera uncia","Lynx lynx","Felidae","Felidae","Panthera","Lynx","Same_f",0.11500135,"Solitary","Solitary","Solitary-Solitary",0.815647206094468,47812.5,"Large",21150,"Large","Carnivore","Carnivore","Same_diet",102.762939,37.309263,37.309263,"Asia","China","Qilianshan National Nature Reserve","Alexander_2016",15,72,8498,NA,480
"6",0.72,"0.61-0.78","Panthera uncia","Vulpes vulpes","Felidae","Canidae","Panthera","Vulpes","Diff_F",0.18537479,"Solitary","Solitary","Solitary-Solitary",1.84173433487924,47812.5,"Large",7580.3,"Medium-Large","Carnivore","Carnivore","Same_diet",102.762939,37.309263,37.309263,"Asia","China","Qilianshan National Nature Reserve","Alexander_2016",15,72,8498,NA,480
"7",0.85,NA,"Crocuta crocuta","Mellivora capensis","Hyaenidae","Mustelidae","Crocuta","Mellivora","Diff_F",0.20772958,"Social","Solitary","Social-Solitary",1.84054963339749,63000,"Large",10000,"Medium-Large","Carnivore","Omnivore","Diff_diet",34.656423,-2.007921,2.007921,"Africa","Tanzania","Serengeti_National_Park","Allen_2018",34,224,98644,"0.25",NA
"8",0.82,NA,"Panthera pardus","Mellivora capensis","Felidae","Mustelidae","Panthera","Mellivora","Diff_F",0.20250158,"Solitary","Solitary","Solitary-Solitary",1.66912082038896,53074.995,"Large",10000,"Medium-Large","Carnivore","Omnivore","Diff_diet",34.656423,-2.007921,2.007921,"Africa","Tanzania","Serengeti_National_Park","Allen_2018",34,224,98644,"0.25",NA
"9",0.18,"0.03-0.35","Panthera tigris","Arctictis binturong","Felidae","Viverridae","Panthera","Arctictis","Diff_F",0.15826123,"Solitary","Solitary","Solitary-Solitary",2.29331222543978,128800,"Large",12999.99,"Medium-Large","Carnivore","Omnivore","Diff_diet",104.351245,-5.444372,5.444372,"Asia","Indonesia","BBNP","Allen_2020",28,60,11896,"2",128.43
"10",0.41,"0.23-0.60","Panthera tigris","Catopuma temminckii","Felidae","Felidae","Panthera","Catopuma","Same_f",0.114499295,"Solitary","Solitary","Solitary-Solitary",2.41591377830105,128800,"Large",11500,"Medium-Large","Carnivore","Carnivore","Same_diet",104.351245,-5.444372,5.444372,"Asia","Indonesia","BBNP","Allen_2020",28,60,11896,"2",128.43
"11",0.6,"0.42-0.77","Panthera tigris","Cuon alpinus","Felidae","Canidae","Panthera","Cuon","Diff_F",0.19509586,"Solitary","Social","Solitary-Social",2.10142044839861,128800,"Large",15750,"Large","Carnivore","Carnivore","Same_diet",104.351245,-5.444372,5.444372,"Asia","Indonesia","BBNP","Allen_2020",28,60,11896,"2",128.43
"12",0.6,"0.42-0.77","Panthera tigris","Helarctos malayanus","Felidae","Ursidae","Panthera","Helarctos","Diff_F",0.191398695,"Solitary","Solitary","Solitary-Solitary",1.02961941718116,128800,"Large",46000,"Large","Carnivore","Omnivore","Diff_diet",104.351245,-5.444372,5.444372,"Asia","Indonesia","BBNP","Allen_2020",28,60,11896,"2",128.43
"13",0.25,"0.11-0.41","Panthera tigris","Hemigalus derbyanus","Felidae","Viverridae","Panthera","Hemigalus","Diff_F",0.15401662,"Solitary","Solitary","Solitary-Solitary",3.99326337618365,128800,"Large",2375,"Small-Medium","Carnivore","Insectivore","Diff_diet",104.351245,-5.444372,5.444372,"Asia","Indonesia","BBNP","Allen_2020",28,60,11896,"2",128.43
"14",0.29,"0.09-0.54","Panthera tigris","Neofelis diardi","Felidae","Felidae","Panthera","Neofelis","Same_f",NA,"Solitary","Solitary","Solitary-Solitary",1.74474550445988,128800,"Large",22500,"Large","Carnivore","Carnivore","Same_diet",104.351245,-5.444372,5.444372,"Asia","Indonesia","BBNP","Allen_2020",28,60,11896,"2",128.43
"15",0.26,"0.09-0.46","Panthera tigris","Paguma larvata","Felidae","Viverridae","Panthera","Paguma","Diff_F",0.155520005,"Solitary","Solitary","Solitary-Solitary",3.39964579097074,128800,"Large",4300,"Small-Medium","Carnivore","Omnivore","Diff_diet",104.351245,-5.444372,5.444372,"Asia","Indonesia","BBNP","Allen_2020",28,60,11896,"2",128.43
"16",0.2,"0.41-0.93","Panthera tigris","Pardofelis marmorata","Felidae","Felidae","Panthera","Pardofelis","Same_f",0.11688999,"Solitary","Solitary","Solitary-Solitary",3.30301523588834,128800,"Large",4736.2495,"Small-Medium","Carnivore","Carnivore","Same_diet",104.351245,-5.444372,5.444372,"Asia","Indonesia","BBNP","Allen_2020",28,60,11896,"2",128.43
"17",0.29,"0.11-0.48","Panthera tigris","Prionailurus bengalensis","Felidae","Felidae","Panthera","Prionailurus","Same_f",0.1108347375,"Solitary","Solitary","Solitary-Solitary",3.43515247942765,128800,"Large",4150,"Small-Medium","Carnivore","Carnivore","Same_diet",104.351245,-5.444372,5.444372,"Asia","Indonesia","BBNP","Allen_2020",28,60,11896,"2",128.43
"18",0.21,"0.05-0.41","Panthera tigris","Prionodon linsang","Felidae","Prionodontidae","Panthera","Prionodon","Diff_F",0.159655445,"Solitary","Solitary","Solitary-Solitary",5.22727587028883,128800,"Large",691.415,"Small","Carnivore","Omnivore","Diff_diet",104.351245,-5.444372,5.444372,"Asia","Indonesia","BBNP","Allen_2020",28,60,11896,"2",128.43
"19",0.28,"0,04-0,96","Panthera leo","Crocuta crocuta","Felidae","Hyaenidae","Panthera","Crocuta","Diff_F",0.163699295,"Social","Social","Social-Social",0.861227365586154,149061.965,"Large",63000,"Large","Carnivore","Carnivore","Same_diet",31.935071,-28.216288,28.216288,"Africa","South Africa","A1","Amoros_2020",NA,NA,NA,"10",900
"20",0.71,"0,32-0,93","Panthera leo","Crocuta crocuta","Felidae","Hyaenidae","Panthera","Crocuta","Diff_F",0.163699295,"Social","Social","Social-Social",0.861227365586154,149061.965,"Large",63000,"Large","Carnivore","Carnivore","Same_diet",31.935071,-28.216288,28.216288,"Africa","South Africa","A1","Amoros_2020",NA,NA,NA,"10",900
"21",0.28,"0,04-0,96","Panthera leo","Crocuta crocuta","Felidae","Hyaenidae","Panthera","Crocuta","Diff_F",0.163699295,"Social","Social","Social-Social",0.861227365586154,149061.965,"Large",63000,"Large","Carnivore","Carnivore","Same_diet",32.232919,-27.666283,27.666283,"Africa","South Africa","A2","Amoros_2020",NA,NA,NA,"10",440
"22",0.71,"0,32-0,93","Panthera leo","Crocuta crocuta","Felidae","Hyaenidae","Panthera","Crocuta","Diff_F",0.163699295,"Social","Social","Social-Social",0.861227365586154,149061.965,"Large",63000,"Large","Carnivore","Carnivore","Same_diet",32.232919,-27.666283,27.666283,"Africa","South Africa","A2","Amoros_2020",NA,NA,NA,"10",440
"23",0.84,"0.76-0.88","Panthera onca","Puma concolor","Felidae","Felidae","Panthera","Puma","Same_f",0.109112475,"Solitary","Solitary","Solitary-Solitary",0.525098283052709,81150,"Large",48000,"Large","Carnivore","Carnivore","Same_diet",-42.5416665,-8.666667,8.666667,"South America","Brazil","Serra da Capivara National Park","Astete_2017",14,58,15205,"3.22",1291.4
"24",0.67,"0.57-0.78","Otocolobus manul","Martes foina","Felidae","Mustelidae","Otocolobus","Martes","Diff_F",0.18155149,"Solitary","Solitary","Solitary-Solitary",0.722134717433197,3500,"Small-Medium",1700,"Small","Carnivore","Omnivore","Diff_diet",105.89,46.88,46.88,"Asia","Mongolia","BOD","Augugliaro_2021",2.86,26,1155,NA,25.1
"25",0.62,"0.51-0.72","Vulpes vulpes","Martes foina","Canidae","Mustelidae","Vulpes","Martes","Diff_F",0.18685684,"Solitary","Solitary","Solitary-Solitary",1.49492452564534,7580.3,"Medium-Large",1700,"Small","Carnivore","Omnivore","Diff_diet",105.89,46.88,46.88,"Asia","Mongolia","BOD","Augugliaro_2021",2.86,26,1155,NA,25.1
"26",0.88,"0.79-0.97","Vulpes vulpes","Otocolobus manul","Canidae","Felidae","Vulpes","Otocolobus","Diff_F",0.18342361,"Solitary","Solitary","Solitary-Solitary",0.772789808212142,7580.3,"Medium-Large",3500,"Small-Medium","Carnivore","Carnivore","Same_diet",105.89,46.88,46.88,"Asia","Mongolia","BOD","Augugliaro_2021",2.86,26,1155,NA,25.1
"27",0.57,"0.44-0.64","Panthera onca","Nasua narica","Felidae","Procyonidae","Panthera","Nasua","Diff_F",NA,"Solitary","Social","Solitary-Social",3.07454345397828,81150,"Large",3750,"Small-Medium","Carnivore","Omnivore","Diff_diet",-87.146988,21.228595,21.228595,"Central/North America","Mexico","REE_2008-2012","Avila-Najera_2016",2,97,NA,"2.25",NA
"28",0.6,"0.48 0.69","Puma concolor","Nasua narica","Felidae","Procyonidae","Puma","Nasua","Diff_F",NA,"Solitary","Social","Solitary-Social",2.54944517092557,48000,"Large",3750,"Small-Medium","Carnivore","Omnivore","Diff_diet",-87.146988,21.228595,21.228595,"Central/North America","Mexico","REE_2008-2012","Avila-Najera_2016",2,97,NA,"2.25",NA
"29",0.75,"0.56-0.85","Panthera onca","Puma concolor","Felidae","Felidae","Panthera","Puma","Same_f",0.109112475,"Solitary","Solitary","Solitary-Solitary",0.525098283052709,81150,"Large",48000,"Large","Carnivore","Carnivore","Same_diet",-87.146988,21.228595,21.228595,"Central/North America","Mexico","REE_2008-2012","Avila-Najera_2016",2,97,NA,"2.25",NA
"30",0.8,"0.7-0.89","Panthera onca","Puma concolor","Felidae","Felidae","Panthera","Puma","Same_f",0.109112475,"Solitary","Solitary","Solitary-Solitary",0.525098283052709,81150,"Large",48000,"Large","Carnivore","Carnivore","Same_diet",-87.146988,21.228595,21.228595,"Central/North America","Mexico","REE_2008-2012","Avila-Najera_2016",2,97,NA,"2.25",NA
"31",0.26,"0.18-0.34","Puma concolor","Nasua nasua","Felidae","Procyonidae","Puma","Nasua","Diff_F",0.1927207,"Solitary","Social","Solitary-Social",2.484906649788,48000,"Large",4000,"Small-Medium","Carnivore","Omnivore","Diff_diet",-48.433333,-18.5583335,18.5583335,"South America","Brazil","TM","Azevedo_2018",96,117,NA,"1.9",300
"32",0.48,"0.35-0.60","Puma concolor","Nasua nasua","Felidae","Procyonidae","Puma","Nasua","Diff_F",0.1927207,"Solitary","Social","Solitary-Social",2.484906649788,48000,"Large",4000,"Small-Medium","Carnivore","Omnivore","Diff_diet",-48.433333,-18.5583335,18.5583335,"South America","Brazil","TM","Azevedo_2018",96,117,NA,"1.9",300
"33",0.8,"0.66-0.90","Leopardus colocolo","Leopardus guigna","Felidae","Felidae","Leopardus","Leopardus","Same_f",0.06888319,"Solitary","Solitary","Solitary-Solitary",0.293347809987458,2950,"Small-Medium",2200,"Small-Medium","Carnivore","Carnivore","Same_diet",-71.15,-32.916667,32.916667,"South America","Chile","LCPBR_temporal","Beltrami_2021",14,20,NA,"2",240
"34",0.58,"0.49-0.71","Cuon alpinus","Herpestes auropunctatus","Canidae","Herpestidae","Cuon","Herpestes","Diff_F",NA,"Social","Solitary","Social-Solitary",3.48354432936043,15750,"Large",483.5,"Small","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"35",0.43,"0.33-0.58","Cuon alpinus","Herpestes edwardsii","Canidae","Herpestidae","Cuon","Herpestes","Diff_F",NA,"Social","Solitary","Social-Solitary",2.74887219562247,15750,"Large",1008,"Small","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"36",0.67,"0.56-0.75","Cuon alpinus","Herpestes urva","Canidae","Herpestidae","Cuon","Herpestes","Diff_F",NA,"Social","Solitary","Social-Solitary",2.0036828691898,15750,"Large",2123.695,"Small-Medium","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"37",0.57,"0.39-0.72","Cuon alpinus","Martes flavigula","Canidae","Mustelidae","Cuon","Martes","Diff_F",0.18618296,"Social","Solitary","Social-Solitary",1.84054963339749,15750,"Large",2500,"Small-Medium","Carnivore","Carnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"38",0.12,"0.12-023","Cuon alpinus","Paradoxurus hermaphroditus","Canidae","Viverridae","Cuon","Paradoxurus","Diff_F",0.18430928,"Social","Solitary","Social-Solitary",1.59995916847956,15750,"Large",3180,"Small-Medium","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"39",0.1,"0.07-0.23","Paradoxurus hermaphroditus","Herpestes auropunctatus","Viverridae","Herpestidae","Paradoxurus","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",1.88358516088087,3180,"Small-Medium",483.5,"Small","Omnivore","Omnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"40",0.18,"0.17-0.27","Cuon alpinus","Prionailurus bengalensis","Canidae","Felidae","Cuon","Prionailurus","Diff_F",0.183912575,"Social","Solitary","Social-Solitary",1.33373203102904,15750,"Large",4150,"Small-Medium","Carnivore","Carnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"41",0.1,"0.10-0.19","Cuon alpinus","Viverra zibetha","Canidae","Viverridae","Cuon","Viverra","Diff_F",0.18252137,"Social","Solitary","Social-Solitary",0.454255272277596,15750,"Large",10000,"Medium-Large","Carnivore","Carnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"42",0.16,"0.16-0.26","Cuon alpinus","Viverricula indica","Canidae","Viverridae","Cuon","Viverricula","Diff_F",0.18297397,"Social","Solitary","Social-Solitary",1.67184030402339,15750,"Large",2959.44,"Small-Medium","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"43",0.68,"0.56-0.88","Herpestes edwardsii","Herpestes auropunctatus","Herpestidae","Herpestidae","Herpestes","Herpestes","Same_f",NA,"Solitary","Solitary","Solitary-Solitary",0.734672133737965,1008,"Small",483.5,"Small","Omnivore","Omnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"44",0.76,"0.66-0.87","Herpestes urva","Herpestes auropunctatus","Herpestidae","Herpestidae","Herpestes","Herpestes","Same_f",NA,"Solitary","Solitary","Solitary-Solitary",1.47986146017063,2123.695,"Small-Medium",483.5,"Small","Omnivore","Omnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"45",0.68,"0.55-0.82","Herpestes urva","Herpestes edwardsii","Herpestidae","Herpestidae","Herpestes","Herpestes","Same_f",NA,"Solitary","Solitary","Solitary-Solitary",0.745189326432664,2123.695,"Small-Medium",1008,"Small","Omnivore","Omnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"46",0.79,"0.60-0.89","Martes flavigula","Herpestes auropunctatus","Mustelidae","Herpestidae","Martes","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",1.64299469596294,2500,"Small-Medium",483.5,"Small","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"47",0.82,"0.56-0.91","Martes flavigula","Herpestes edwardsii","Mustelidae","Herpestidae","Martes","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.908322562224978,2500,"Small-Medium",1008,"Small","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"48",0.85,"0.61-0.88","Martes flavigula","Herpestes urva","Mustelidae","Herpestidae","Martes","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.163133235792314,2500,"Small-Medium",2123.695,"Small-Medium","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"49",0.3,"0.19-0.51","Neofelis nebulosa","Cuon alpinus","Felidae","Canidae","Neofelis","Cuon","Diff_F",0.19427526,"Solitary","Social","Solitary-Social",0.213574100298059,19500,"Large",15750,"Large","Carnivore","Carnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"50",0.25,"0.14-0.44","Neofelis nebulosa","Herpestes auropunctatus","Felidae","Herpestidae","Neofelis","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",3.69711842965849,19500,"Large",483.5,"Small","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"51",0.19,"0.10-0.39","Neofelis nebulosa","Herpestes edwardsii","Felidae","Herpestidae","Neofelis","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",2.96244629592052,19500,"Large",1008,"Small","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"52",0.3,"0.19-0.48","Neofelis nebulosa","Herpestes urva","Felidae","Herpestidae","Neofelis","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",2.21725696948786,19500,"Large",2123.695,"Small-Medium","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"53",0.28,"0.16-0.50","Neofelis nebulosa","Martes flavigula","Felidae","Mustelidae","Neofelis","Martes","Diff_F",0.1921948,"Solitary","Solitary","Solitary-Solitary",2.05412373369555,19500,"Large",2500,"Small-Medium","Carnivore","Carnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"54",0.83,"0.63-0.89","Neofelis nebulosa","Prionailurus bengalensis","Felidae","Felidae","Neofelis","Prionailurus","Same_f",0.11293576,"Solitary","Solitary","Solitary-Solitary",1.54730613132709,19500,"Large",4150,"Small-Medium","Carnivore","Carnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"55",0.75,"0.55-0.85","Neofelis nebulosa","Viverra zibetha","Felidae","Viverridae","Neofelis","Viverra","Diff_F",0.15046045,"Solitary","Solitary","Solitary-Solitary",0.667829372575655,19500,"Large",10000,"Medium-Large","Carnivore","Carnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"56",0.78,"0.60-0.87","Neofelis nebulosa","Viverricula indica","Felidae","Viverridae","Neofelis","Viverricula","Diff_F",0.153334916666667,"Solitary","Solitary","Solitary-Solitary",1.88541440432145,19500,"Large",2959.44,"Small-Medium","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"57",0.48,"0.42-0.55","Panthera pardus","Cuon alpinus","Felidae","Canidae","Panthera","Cuon","Diff_F",0.19429812,"Solitary","Social","Solitary-Social",1.21486554811136,53074.995,"Large",15750,"Large","Carnivore","Carnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"58",0.5,"0.43-0.61","Panthera pardus","Herpestes auropunctatus","Felidae","Herpestidae","Panthera","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",4.69840987747179,53074.995,"Large",483.5,"Small","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"59",0.47,"0.39-0.60","Panthera pardus","Herpestes edwardsii","Felidae","Herpestidae","Panthera","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",3.96373774373383,53074.995,"Large",1008,"Small","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"60",0.56,"0.51-0.64","Panthera pardus","Herpestes urva","Felidae","Herpestidae","Panthera","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",3.21854841730116,53074.995,"Large",2123.695,"Small-Medium","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"61",0.55,"0.45-0.68","Panthera pardus","Martes flavigula","Felidae","Mustelidae","Panthera","Martes","Diff_F",0.18773087,"Solitary","Solitary","Solitary-Solitary",3.05541518150885,53074.995,"Large",2500,"Small-Medium","Carnivore","Carnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"62",0.08,"0.07-0.22","Paradoxurus hermaphroditus","Herpestes edwardsii","Viverridae","Herpestidae","Paradoxurus","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",1.14891302714291,3180,"Small-Medium",1008,"Small","Omnivore","Omnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"63",0.71,"0.55-0.81","Panthera pardus","Neofelis nebulosa","Felidae","Felidae","Panthera","Neofelis","Same_f",0.10388519,"Solitary","Solitary","Solitary-Solitary",1.0012914478133,53074.995,"Large",19500,"Large","Carnivore","Carnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"64",0.57,"0.55-0.64","Panthera pardus","Paradoxurus hermaphroditus","Felidae","Viverridae","Panthera","Paradoxurus","Diff_F",0.15674026,"Solitary","Solitary","Solitary-Solitary",2.81482471659092,53074.995,"Large",3180,"Small-Medium","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"65",0.59,"0.56-0.66","Panthera pardus","Prionailurus bengalensis","Felidae","Felidae","Panthera","Prionailurus","Same_f",0.10883646,"Solitary","Solitary","Solitary-Solitary",2.5485975791404,53074.995,"Large",4150,"Small-Medium","Carnivore","Carnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"66",0.52,"0.50-0.59","Panthera pardus","Viverra zibetha","Felidae","Viverridae","Panthera","Viverra","Diff_F",0.14758445,"Solitary","Solitary","Solitary-Solitary",1.66912082038896,53074.995,"Large",10000,"Medium-Large","Carnivore","Carnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"67",0.59,"0.55-0.65","Panthera pardus","Viverricula indica","Felidae","Viverridae","Panthera","Viverricula","Diff_F",0.149650395,"Solitary","Solitary","Solitary-Solitary",2.88670585213476,53074.995,"Large",2959.44,"Small-Medium","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"68",0.38,"0.37-0.48","Panthera tigris","Cuon alpinus","Felidae","Canidae","Panthera","Cuon","Diff_F",0.19509586,"Solitary","Social","Solitary-Social",2.10142044839861,128800,"Large",15750,"Large","Carnivore","Carnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"69",0.39,"0.32-0.51","Panthera tigris","Herpestes auropunctatus","Felidae","Herpestidae","Panthera","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",5.58496477775904,128800,"Large",483.5,"Small","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"70",0.34,"0.29-0.49","Panthera tigris","Herpestes edwardsii","Felidae","Herpestidae","Panthera","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",4.85029264402108,128800,"Large",1008,"Small","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"71",0.43,"0.40-0.52","Panthera tigris","Herpestes urva","Felidae","Herpestidae","Panthera","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",4.10510331758841,128800,"Large",2123.695,"Small-Medium","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"72",0.42,"0.33-0.57","Panthera tigris","Martes flavigula","Felidae","Mustelidae","Panthera","Martes","Diff_F",0.189173325,"Solitary","Solitary","Solitary-Solitary",3.9419700817961,128800,"Large",2500,"Small-Medium","Carnivore","Carnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"73",0.13,"0.13-0.24","Paradoxurus hermaphroditus","Herpestes urva","Viverridae","Herpestidae","Paradoxurus","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.403723700710245,3180,"Small-Medium",2123.695,"Small-Medium","Omnivore","Omnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"74",0.82,"0.63-0.89","Panthera tigris","Neofelis nebulosa","Felidae","Felidae","Panthera","Neofelis","Same_f",0.106233805,"Solitary","Solitary","Solitary-Solitary",1.88784634810055,128800,"Large",19500,"Large","Carnivore","Carnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"75",0.87,"0.81-0.91","Panthera tigris","Panthera pardus","Felidae","Felidae","Panthera","Panthera","Same_f",0.0833698525,"Solitary","Solitary","Solitary-Solitary",0.88655490028725,128800,"Large",53074.995,"Large","Carnivore","Carnivore","Same_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
"76",0.7,"0.67-0.76","Panthera tigris","Paradoxurus hermaphroditus","Felidae","Viverridae","Panthera","Paradoxurus","Diff_F",0.159491955,"Solitary","Solitary","Solitary-Solitary",3.70137961687817,128800,"Large",3180,"Small-Medium","Carnivore","Omnivore","Diff_diet",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270
